A,EB,MS,S,FM,LF,HS,DP,LP,OHV,HV,SLF,LONI,GDPPCA,LNI,LFDLE,TE,EIR,TA,LANI,API,APE,LNICTI,LCEC,LC,Stability,ALRBL,BLNR,BS,PL,B,NLP,LLR,SR,G,APS,UNPROFOR,UNPROFOR relations,PCNIRH,PCAO,RGDPGR ,CPI,SDR,EC,Class
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.389,0.389,0.25,0.162,0.103,0.18,0.868,0.888,0.729,0.234,0,0,1,1,0.966,1,0.75,1,1,0.008,1,1,0,0.5,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.25,0.181,0.195,0.202,0.737,0.857,0.697,0.285,0,0,1,1,0.943,1,1,1,1,0,1,1,0,0.5,0.5,1,0.113,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.474,0.4,1,1,1,1,1,1,1,0.389,0.389,0.25,0.181,0.088,0.196,0.781,0.89,0.753,0.231,0.046,0.035,0.976,0.516,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,1,0.75,0.889,0.75,1,0.259,0.259,0.75,0.4,0.289,0.391,0.737,0.842,0.817,0.446,0.285,0.659,0.304,0.018,0.573,1,1,1,1,0,1,1,0,0.5,0.5,1,0,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.117,0.117,0.25,0.197,0.192,0.208,0.846,0.896,0.776,0.172,0.171,0.078,0.973,0,0.914,1,1,1,1,0,1,1,0,0.5,0.25,1,0.096,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.789,0.2,1,1,0.75,0.75,1,1,1,0.161,0.161,0.25,0.179,0.176,0.194,0.824,0.89,0.751,0.145,0.145,0.066,0.977,0.068,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.13,0.13,0.5,0.378,0.857,0.385,0.671,0.78,0.749,0.432,0.318,0.142,0.951,0,0.829,1,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.789,0.6,1,1,1,0.5,0.667,0.5,1,0.207,0.207,0.75,0.285,0.195,0.337,0.605,0.631,0.561,0.197,0.278,0.249,0.804,0,0.714,1,1,1,1,0,1,1,0,0.5,0.5,1,0.18,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.104,0.104,0.5,0.307,0.19,0.304,0.789,0.883,0.824,0.163,0.25,0.349,0.67,0,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0,1,1,1,0.5,0.667,0.5,1,0.207,0.207,0.25,0.168,0.166,0.184,0.781,0.89,0.739,0.149,0.059,0.028,0.989,0.515,0.84,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0,1,1,0.75,0.75,1,1,1,0.207,0.207,0.25,0.068,0.075,0.1,0.781,0.89,0.559,0.108,0.017,0.008,0.997,0.723,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,1,0.5,0.5,0.25,1,0.259,0.259,0.75,0.23,0.159,0.256,0.737,0.796,0.664,0.196,0.211,0.15,0.9,0,0.863,1,1,0.965,0,0,1,1,0.25,0.75,0.5,1,0.112,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
1,0.9,1,1,1,0.5,0.667,0.5,1,0.648,0.648,0.75,0.263,0.372,0.269,0.737,0.868,0.782,0.374,0,0,1,1,0.764,1,1,0.937,0,0,1,1,0.25,0.75,0.5,1,0.12,0,0,0.111,0.552,0.534,0.453,0.124,0.208,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.207,0.207,0.75,0.501,0.989,0.497,0.539,0.74,0.768,0.383,0.366,0.228,0.865,0.059,0.886,1,1,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.111,0.552,0.534,0.453,0.124,0.208,Farmers-good
1,0.6,1,1,1,0.5,0.5,0.25,0.5,0.207,0.207,0.75,0.745,0.374,0.673,0.912,0.89,0.923,0.387,0,0,1,1,0.829,1,1,0.471,0,0,1,1,0.25,0.75,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.104,0.104,0.5,0.231,0.119,0.245,0.737,0.856,0.743,0.287,0.165,0.336,0.652,0.034,0.943,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.311,0.311,0.75,0.215,0.23,0.256,0.605,0.736,0.583,0.213,0,0,1,1,0.657,1,1,1,1,0,1,1,0,0.5,0.75,1,0.12,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.895,0.2,1,1,1,1,1,1,0.5,0.259,0.259,0.5,0.257,0.276,0.288,0.605,0.753,0.642,0.519,0,0,1,1,1,1,1,1,1,0.092,1,1,0,0.5,0.25,0,0,1,0.8,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.6,1,0.8,1,0.5,0.667,0.5,0.5,0.518,0.518,0.75,0.303,0.317,0.332,0.671,0.725,0.653,0.336,0,0,1,1,0.429,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,0.8,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.632,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.233,0.233,0.5,0.213,0.393,0.251,0.605,0.753,0.598,0.382,0,0,1,1,1,1,0.75,1,1,0.044,1,1,0,0.5,0.25,0,0,1,1,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
0.421,0.2,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.361,0.173,0.4,0.342,0.638,0.625,0.25,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.737,0.4,1,1,0.75,0.25,0.333,0.5,0.5,0.907,0.907,0.5,0.436,0.267,0.458,0.342,0.664,0.687,0.621,0,0,1,1,1,1,0.5,0.91,0,0,1,1,0.25,0.75,0.25,0,0,1,0.5,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.737,0.4,1,1,0.75,0.5,0.833,0.75,0.5,1,1,0.75,0.406,0.22,0.471,0,0.473,0.553,0.717,0,0,1,1,0.273,1,1,0.899,0,0,1,1,0.25,0.75,0.75,1,0.15,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.5,0.5,1,1,0.5,0.518,0.518,0.75,0.224,0.31,0.247,0.737,0.815,0.682,0.336,0,0,1,1,1,1,0.75,1,1,0.025,1,1,0,0.5,0.5,1,0.107,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,0.5,0.5,1,1,1,0.259,0.259,0.25,0.185,0.181,0.195,0.868,0.908,0.788,0.178,0.139,0.062,0.979,0.104,1,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,0.8,0.75,0.75,1,1,0.75,0.156,0.156,0.5,0.235,0.249,0.256,0.631,0.815,0.692,0.155,0.127,0.042,0.999,0.394,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
1,0.6,1,1,1,0.75,0.889,0.75,0.5,0.259,0.259,0.75,0.218,0.356,0.281,0.605,0.621,0.482,0.546,0,0,1,1,0.315,1,1,1,1,0.042,1,1,0,0.5,0.5,1,0.124,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
0.842,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.052,0.052,0.25,0.197,0.18,0.22,0.671,0.835,0.682,0.103,0.163,0.107,0.934,0.053,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.116,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.895,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.104,0.104,0.5,0.378,0.358,0.408,0.451,0.671,0.66,0.496,0.225,0.146,0.91,0.198,0.714,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.684,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.233,0.233,0.5,0.238,0.31,0.252,0.789,0.848,0.737,0.407,0,0,1,1,1,1,0.75,1,1,0.075,1,1,0,0.5,0.25,1,0.108,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
0.474,0.6,0.4,0.8,0.75,0.75,1,1,0.5,0.156,0.156,0.25,0.176,0.249,0.202,0.737,0.838,0.662,0.162,0,0,1,1,1,1,0.5,1,1,0.021,1,1,0,0.5,0.5,1,0.486,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,1,0.207,0.207,0.5,0.142,0.079,0.194,0.473,0.736,0.478,0.164,0.06,0.029,0.989,0.529,0.764,1,1,1,1,0.003,1,1,0,0.5,0.75,0,0,1,0.5,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
0.684,0.4,1,1,1,0.5,0.667,0.5,1,0.026,0.026,0.5,0.516,0.6,0.554,0.76,0.526,0.643,0.241,0.457,0.433,0.649,0,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.1,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
0.947,0.4,1,1,1,0.5,0.667,0.5,0.75,0.13,0.13,0.25,0.131,0.084,0.142,0.934,0.944,0.822,0.101,0.015,0.006,0.999,0.85,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.216,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,0.8,0.5,0.5,1,1,1,0,0.078,0.25,0.046,0.15,0.078,0.816,0.908,0.531,0.068,0,0,1,1,1,0,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0,1,1,1,0.5,0.667,0.5,0.75,0.829,0.829,0.5,0.304,0.133,0.331,0.616,0.736,0.664,0.502,0.202,0.528,0.432,0.042,0.971,1,0.5,0.934,0,0.017,1,1,0.25,0.75,0.25,1,0.144,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,0.75,0.5,0.833,0.75,1,1,1,0.5,0.224,0.221,0.324,0.21,0.44,0.374,0.73,0.175,0.263,0.746,0.102,0.886,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.347,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.737,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.518,0.518,0.5,0.387,0.123,0.471,0.056,0.396,0.502,0.329,0.167,0.241,0.77,0.229,1,1,0.75,0.735,0,0,1,1,0.25,0.75,1,1,0.146,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.632,0.4,1,1,0.75,0.75,1,1,1,0.078,0.078,0.5,0.558,0.345,0.549,0.517,0.695,0.755,0.379,0.378,0.135,0.985,0.153,1,1,1,1,1,0,1,1,0.25,0.75,0.25,1,0.113,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,1,0.389,0.389,0.25,0.199,0.097,0.202,0.868,0.934,0.85,0.234,0.111,0.036,1,0.333,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.124,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.737,0.2,1,1,1,1,0.833,0.5,1,0.233,0.233,0.5,0.283,0.146,0.296,0.737,0.822,0.737,0.229,0.013,0.005,0.999,0.941,0.829,1,1,1,1,0,1,1,0,0.5,0.25,1,0.227,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.895,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.181,0.181,0.5,1,0.923,1,0.737,0.248,0.68,0.509,0,0,1,1,0.825,1,1,1,1,0,1,1,0,0.5,0.25,1,0.333,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.207,0.207,0.5,0.302,0.155,0.319,0.671,0.789,0.714,0.292,0,0,1,1,0.863,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.176,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,0.5,0.467,0.467,0.5,0.405,0.207,0.473,0.21,0.46,0.546,0.536,0,0,1,1,0.452,1,0.5,1,1,0.074,1,1,0,0.5,0.5,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.156,0.156,0.25,0.045,0.08,0.086,0.789,0.859,0.401,0.076,0.071,0.04,0.979,0,0.886,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,0.5,0.156,0.156,0.75,0.197,0.247,0.251,0.737,0.684,0.509,0.139,0,0,1,1,0.315,1,0.75,1,1,0,1,1,0,0.5,0.5,0,0,1,0.8,0.191,1,0.459,0.622,0.021,0,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.389,0.389,0.5,0.391,0.227,0.456,0.605,0.486,0.551,0.675,0.376,0.364,0.703,0,0.931,1,1,1,1,0,1,1,0.25,0.75,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,1,1,1,0.5,0.5,0.25,1,0.078,0.078,0.25,0.169,0.167,0.183,0.835,0.885,0.726,0.1,0.151,0.069,0.975,0,0.829,1,1,1,1,0,1,1,0,0.5,0.25,1,0.18,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.789,0.9,1,1,1,0.75,0.889,0.75,0.5,0.13,0.13,0.5,0.103,0.118,0.146,0.824,0.808,0.492,0.09,0.052,0.017,1,0.571,0.543,1,0.75,1,1,0,1,1,0,0.5,0.75,1,0.168,0,0,0.222,0.581,0.689,0.751,0.22,0.228,Farmers-good
0.737,0.4,1,1,0.75,0.75,1,1,0.5,0.052,0.052,0.5,0.681,0.345,0.651,0.473,0.736,0.817,0.295,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0,0.259,0.75,0.372,0.586,0.359,0.912,0.881,0.848,0.581,0.296,0.12,0.971,0,0.772,0,0.5,1,1,0,1,1,0,0.5,0.5,1,0,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.6,1,1,1,0.75,0.889,0.75,0.5,0.259,0.259,0.75,0.44,0.199,0.505,0.342,0.451,0.564,0.919,0,0,1,1,0.143,1,1,0.794,0,0.5,1,1,0.5,1,0.5,1,0.16,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,0.75,0.104,0.104,0.5,0.272,0.123,0.362,0.473,0.451,0.433,0.152,0,0,1,1,0.726,1,1,1,1,0.008,1,1,0,0.5,0.25,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.052,0.052,0.5,0.707,0.616,0.722,0.737,0.498,0.702,0.383,0,0,1,1,0.84,1,1,1,1,0,1,1,0,0.5,0.25,1,0.164,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.947,0.4,1,1,0.75,0.75,1,1,1,0.726,0.726,0.5,0.207,0.101,0.285,0.671,0.561,0.425,0.433,0.143,0.081,0.957,0.269,1,1,0.75,1,1,0.003,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.842,0.6,1,1,1,1,1,1,0.5,0.389,0.389,0.75,0.621,0.318,0.595,0.605,0.763,0.819,0.416,0,0,1,1,1,1,1,0.545,0,0,0,1,0.25,0.75,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.632,0.4,1,1,0.75,0.5,0.833,0.75,1,0.311,0.311,0.5,0.694,0.605,0.657,0.605,0.762,0.835,0.41,0,0,1,1,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.263,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.612,0.292,0.587,0.737,0.763,0.817,0.398,0,0,1,1,0.589,1,1,1,1,0.008,1,1,0,0.5,0.5,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.4,1,1,1,1,0.917,0.75,0.75,0.389,0.389,0.25,0.111,0.063,0.131,0.868,0.917,0.723,0.215,0.022,0.009,0.997,0.748,0.977,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.422,0.313,0.163,0.883,1,0.59,Farmers-good
1,0,0.4,1,0.75,0.25,0.333,0.5,0.75,0.726,0.726,0.5,0.575,0.292,0.561,0.473,0.736,0.79,0.547,0,0,1,1,0.701,1,0.25,1,1,0.008,1,1,0,0.5,0.25,1,0.148,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0,1,1,1,1,1,1,1,0.13,0.13,0.25,0.101,0.079,0.128,0.802,0.89,0.642,0.077,0.013,0.006,0.998,0.833,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.184,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.2,1,1,1,0.5,0.667,0.5,0.75,0.052,0.052,0.25,0.733,0.388,0.768,0.539,0.378,0.659,0.69,0.37,0.15,0.963,0.362,0.657,1,1,0.206,0,0.008,1,1,0.25,0.75,0.25,1,0.248,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.778,0.778,0.5,0.256,0.124,0.287,0.671,0.753,0.641,0.433,0.143,0.081,0.957,0.273,0.857,1,0.5,1,1,0.002,1,1,0,0.5,0.25,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.684,0.6,1,1,0.5,0.5,1,1,0.75,0.078,0.078,0.75,0.245,0.162,0.246,0.868,0.911,0.835,0.126,0.158,0.07,0.976,0.17,1,1,1,0.921,0,0,1,1,0,0.5,0.5,1,0.184,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.316,0,1,1,1,1,1,1,0.5,0.259,0.259,0.25,0.069,0,0.102,0.789,0.879,0.534,0.098,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.096,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,0.75,0.207,0.207,0.75,0.647,0.328,0.593,0.842,0.877,0.902,0.347,0.489,0.515,0.562,0,0.943,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.152,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.947,0.4,0.4,1,1,1,0.917,0.75,1,0.13,0.13,0.5,0.384,0.401,0.46,0.737,0.438,0.521,0.206,0.38,0.202,0.903,0,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.096,0,0,0.089,0.641,0.46,0.399,0.081,0.628,Farmers-good
1,0.2,1,1,1,0.5,0.5,0.25,1,0.091,0.091,0.5,0.424,0.44,0.503,0.737,0.389,0.523,0.205,0.415,0.222,0.892,0,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.143,0,0,0.089,0.641,0.46,0.399,0.081,0.628,Farmers-good
0.684,0,1,1,1,0.5,0.667,0.5,0.75,0.518,0.518,0.25,0.136,0.033,0.18,0.561,0.78,0.52,0.237,0,0,1,1,1,1,0.5,0.952,0,0,1,1,0.5,1,0.25,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,1,0.75,0.889,0.75,0.5,0.13,0.13,0.5,0.307,0.143,0.324,0.781,0.78,0.708,0.175,0.267,0.162,0.908,0,0.714,1,1,0.735,0,0,1,1,0.25,0.75,0.25,1,0.133,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.389,0.389,0.5,0.259,0.117,0.3,0.451,0.702,0.595,0.278,0.04,0.014,0.999,0.827,0.886,1,1,0.894,0,0,1,1,0.25,0.75,0.25,1,0.12,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0,1,1,1,1,1,1,1,0.13,0.13,0.25,0.101,0.079,0.128,0.802,0.89,0.642,0.077,0.013,0.006,0.998,0.833,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.116,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.202,0.184,0.247,0.781,0.725,0.556,0.268,0,0,1,1,0.825,1,1,1,1,0.033,1,1,0,0.5,0.5,0,0,1,1,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,0.8,0.75,0.5,0.833,0.75,0.75,0.337,0.337,0.25,0.099,0.124,0.119,0.912,0.922,0.716,0.176,0,0,1,1,0.943,1,1,1,1,0.001,1,1,0,0.5,0.25,0,0,1,0.5,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
0.947,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.151,0.468,0.166,0.824,0.912,0.765,0.242,0.137,0.044,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.24,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,0.5,0.5,0.25,1,0.026,0.026,0.25,0.155,0.103,0.158,0.934,0.967,0.902,0.044,0.13,0.07,0.966,0,0.84,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.895,0.6,1,1,0.75,0.75,1,1,0.5,0.648,0.648,0.75,0.242,0.117,0.265,0.605,0.802,0.682,0.496,0.218,0.323,0.689,0,1,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,1,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.6,1,1,0.75,0.75,1,1,1,0.337,0.337,0.75,0.33,0.109,0.337,0.737,0.815,0.758,0.385,0.028,0.03,0.974,0.73,1,1,1,1,1,0.083,1,1,0,0.5,0.5,1,0.104,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.078,0.078,0.75,0.225,0.291,0.35,0.473,0.315,0.314,0.138,0,0,1,1,1,1,1,1,1,0.004,1,1,0,0.5,0.5,0,0,1,0.5,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.579,0.4,1,0.8,0.75,0.5,0.833,0.75,1,0.415,0.415,0.5,0.195,0.182,0.247,0.473,0.697,0.519,0.324,0.204,0.132,0.919,0,1,1,0.75,1,1,0,1,1,0.25,0.75,0.25,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.263,0.4,1,1,1,1,1,1,1,0.13,0.13,0.5,0.422,0.397,0.404,0.737,0.868,0.85,0.243,0.333,0.204,0.882,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.842,0,1,1,0.75,0.5,0.833,0.75,1,0.259,0.259,0.25,0.189,0.097,0.202,0.781,0.89,0.76,0.178,0.148,0.048,1,0.111,0.825,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.684,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.102,0.333,0.124,0.824,0.912,0.696,0.181,0.102,0.033,1,0,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.842,0.6,1,1,1,1,0.917,0.75,0.5,0.181,0.181,0.75,0.385,0.197,0.606,0.737,0,0.395,0.304,0,0,1,1,0.829,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.136,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,1,0.933,0.75,0.5,0.078,0.078,0.25,0.063,0.086,0.135,0.473,0.699,0.248,0.126,0,0,1,1,0.931,1,0.75,1,1,0.053,1,1,0,0.5,0.25,0,0,1,0.5,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
1,0.2,1,1,0.75,0.5,0.833,0.75,0.75,0.104,0.104,0.25,0.085,0.131,0.105,0.868,0.934,0.728,0.086,0.06,0.033,0.983,0.206,1,1,1,1,1,0.007,1,1,0,0.5,0.25,0,0,1,0.8,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
0.579,0,1,1,0.5,0.5,1,1,1,0.13,0.13,0.5,0.225,0.109,0.253,0.605,0.792,0.654,0.42,0.208,0.154,0.894,0,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,1,0.259,0.259,0.75,0.602,0.184,0.605,0.342,0.634,0.736,0.719,0.499,0.268,0.868,0,0.863,1,1,0.552,0,0,1,1,0.25,0.75,1,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.263,0.4,1,1,0.5,0.5,1,1,1,0.039,0.039,0.25,0.154,0.17,0.166,0.846,0.923,0.792,0.096,0.13,0.057,0.981,0.038,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.2,1,1,1,0.5,0.667,0.5,0.75,0.156,0.156,0.5,0.792,0.54,0.718,0.763,0.868,0.913,0.42,0.592,0.431,0.706,0,0.931,1,0.75,1,1,0.008,1,1,0,0.5,0.25,0,0,1,1,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.947,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.778,0.778,0.75,0.239,0.123,0.449,1,1,1,0.638,0,0,1,1,0.971,1,1,1,1,0.083,1,1,0,0.5,0.5,0,0,1,0.8,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.07,0.051,0.139,0.737,0.703,0.272,0.14,0,0,1,1,0.429,1,1,1,1,0,1,1,0,0.5,0.5,1,0.117,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
