A,EB,MS,S,FM,LF,HS,DP,LP,OHV,HV,SLF,LONI,GDPPCA,LNI,LFDLE,TE,EIR,TA,LANI,API,APE,LNICTI,LCEC,LC,Stability,ALRBL,BLNR,BS,PL,B,NLP,LLR,SR,G,APS,UNPROFOR,UNPROFOR relations,PCNIRH,PCAO,RGDPGR ,CPI,SDR,EC,Class
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.13,0.13,0.5,0.37,0.189,0.364,0.781,0.851,0.814,0.199,0,0,1,1,0.966,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.474,0.2,1,1,0.5,0.5,1,1,1,0.197,0.197,0.25,0.157,0.156,0.198,0.561,0.78,0.556,0.162,0.163,0.081,0.965,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.18,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.368,0.2,1,1,0.5,0.5,1,1,1,0.13,0.13,0.25,0.154,0.154,0.173,0.781,0.89,0.724,0.121,0.143,0.071,0.969,0,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.632,0.4,1,1,1,0.5,0.5,0.25,1,0.078,0.078,0.25,0.115,0.11,0.144,0.737,0.867,0.619,0.074,0.119,0.05,0.986,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.333,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.947,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0.518,0.518,0.75,0.531,0.27,0.533,0.737,0.69,0.745,0.43,0.44,0.142,1,0,0.657,1,0.75,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.259,0.259,0.75,0.271,0.126,0.347,0.671,0.525,0.475,0.21,0.286,0.297,0.749,0,0,1,1,1,1,0,1,1,0,0.5,0.75,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.895,0.6,1,1,1,1,0.917,0.75,0.5,0.389,0.389,0.5,0.984,0.455,0.988,0.188,0.341,0.712,0.826,0,0,1,1,0.829,1,1,0.95,0,0.175,1,1,0,0.5,0.5,0,0,1,0.8,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.737,0.6,1,1,0.5,0.5,1,1,0.5,0.389,0.389,0.25,0.108,0.054,0.224,0.473,0.446,0.196,0.203,0,0,1,1,1,1,1,1,1,0.002,1,1,0,0.5,0.75,1,0.3,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.789,0.4,1,1,1,1,0.917,0.75,1,0.052,0.052,0.5,0.328,0.209,0.324,0.737,0.868,0.816,0.103,0.267,0.115,0.965,0,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.104,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.518,0.518,0.5,0.942,0.816,1,0.737,0,0.593,0.6,0,0,1,1,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.148,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,0.75,0.13,0.13,0.5,0.274,0.18,0.278,0.789,0.868,0.788,0.16,0.007,0.005,0.997,0.938,0.863,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.091,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.947,0.4,1,1,1,1,1,1,0.75,0.207,0.207,0.25,0.172,0.116,0.213,0.671,0.769,0.564,0.151,0.027,0.016,0.991,0.746,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.04,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.421,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0,0.259,0.75,0.217,0.055,0.246,0.605,0.791,0.645,0.169,0.079,0.036,0.987,0.528,1,0.25,0.75,0.788,0,0,1,1,0.25,0.75,0.5,1,0.088,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,0.5,0.052,0.052,0.5,0.187,0.097,0.426,0.868,0,0.222,0.146,0.019,0.012,0.993,0.9,0.657,1,1,1,1,0,1,1,0,0.5,0.25,1,0.14,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.25,0.162,0.042,0.224,0.473,0.671,0.446,0.245,0,0,1,1,0.657,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.789,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.207,0.207,0.5,0.4,0.245,0.377,0.868,0.908,0.886,0.354,0,0,1,1,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.144,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.4,1,0.8,1,0.5,0.667,0.5,1,0.13,0.13,0.25,0.184,0.184,0.198,0.781,0.89,0.756,0.13,0.164,0.069,0.98,0,0.764,1,1,1,1,0,1,1,0,0.5,0.25,1,0.34,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,0.5,0.078,0.078,0.5,0.891,1,0.815,0.684,0.802,0.887,0.628,0.001,0,1,0.998,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.632,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.5,0.233,0.69,0.239,0.781,0.89,0.794,0.343,0.142,0.046,1,0.282,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,0.8,1,0.5,0.667,0.5,1,0.233,0.233,0.25,0.185,0.169,0.198,0.781,0.89,0.756,0.166,0.164,0.071,0.978,0,0.84,1,0.25,1,1,0,1,1,0,0.5,0.25,1,0.16,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.842,0.4,1,1,1,0.5,0.667,0.5,1,0.13,0.13,0.5,0.334,0.319,0.347,0.561,0.78,0.725,0.198,0.273,0.106,0.978,0.038,0.701,1,1,1,1,0,1,1,0,0.5,0.25,1,0.24,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.078,0.078,0.5,0.302,0.145,0.337,0.605,0.701,0.632,0.235,0.215,0.181,0.863,0.101,0.931,1,1,0.815,0,0.033,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.7,0.7,0.5,0.348,0.167,0.393,0.342,0.616,0.6,0.493,0.259,0.286,0.751,0.068,0.714,1,0.5,0.815,0,0.033,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.789,0.4,1,1,0.5,0.5,1,1,0.75,0.078,0.078,0.5,0.825,0.717,0.808,0.737,0.565,0.762,0.366,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.128,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,0.8,0.75,0.75,1,1,0.5,0.039,0.039,0.5,0.579,0.604,0.566,0.605,0.728,0.785,0.261,0,0,1,1,1,1,1,1,1,0.025,1,1,0,0.5,0.25,1,0.167,0,0,0.161,0.251,0.748,0.888,0.119,0.437,Farmers-good
1,0.4,1,1,1,0.75,0.778,0.5,0.5,0.907,0.907,0.5,0.467,0.159,0.471,0.671,0.725,0.745,1,0,0,1,1,1,1,1,1,1,0.583,1,1,0,0.5,0.25,1,0.088,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.078,0.078,0.25,0.187,0.125,0.203,0.868,0.877,0.735,0.124,0.124,0.071,0.962,0.167,0.971,1,1,1,1,0,1,1,0,0.5,0.25,1,0.18,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.039,0.039,0.5,0.28,0.146,0.287,0.868,0.851,0.77,0.101,0.191,0.072,0.987,0.172,0.971,1,1,0.881,0,0,1,1,0.25,0.75,0.25,0,0,1,1,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.737,0.4,0.2,1,0.25,0.25,1,1,1,0.078,0.078,0.25,0.12,0.137,0.131,0.666,0.951,0.829,0.074,0.108,0.147,0.863,0,0.886,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.052,0.052,0.25,0.043,0.096,0.079,0.846,0.89,0.467,0.031,0.065,0.042,0.974,0,0.886,1,0.5,1,1,0,1,1,0,0.5,0.5,0,0,1,0.5,0,0.252,0.342,0.369,0.069,0.546,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0,0.181,0.25,0.052,0.065,0.082,0.89,0.912,0.568,0.1,0.038,0.018,0.993,0.348,0.829,0,0.75,1,1,0,1,1,0,0.5,0.25,1,0.108,0,0,0.158,0.042,0.574,0.569,0.183,0.92,Farmers-good
0.526,0.4,1,1,0.5,0.5,1,1,0.75,0,0.415,0.5,0.251,0.121,0.3,0.342,0.671,0.56,0.287,0.247,0.31,0.717,0,1,0,1,0.974,0,0,1,1,0.75,0.75,0.25,1,0.072,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.078,0.078,0.25,0.185,0.176,0.222,0.605,0.774,0.587,0.115,0.161,0.106,0.934,0.063,0.886,1,1,1,1,0,1,1,0,0.5,0.25,1,0.38,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,1,1,1,0.75,0.216,0.194,0.281,0.605,0.618,0.477,0.656,0.231,0.18,0.871,0,0.452,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.168,0,0,0.398,0.63,0.308,1,0.193,0.355,Farmers-good
0.526,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.389,0.389,0.5,0.99,0.858,1,0.473,0.261,0.685,0.565,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.895,0.4,1,1,1,1,1,1,1,0.052,0.052,0.5,0.165,0.156,0.176,0.89,0.89,0.729,0.09,0.145,0.063,0.98,0,0.714,1,1,1,1,0,1,1,0,0.5,0.75,1,0,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,1,0.833,0.5,0.5,0.156,0.156,0.25,0.191,0.09,0.217,0.781,0.824,0.659,0.145,0.006,0.003,0.999,0.954,0.943,1,0.5,0.881,0,0,1,1,0.25,0.75,0.25,1,0.051,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
1,0.4,1,0.8,0.75,0.5,0.833,0.75,0.5,0.052,0.052,0.75,0.243,0.123,0.247,0.868,0.896,0.809,0.112,0,0,1,1,0.914,1,1,1,1,0,1,1,0,0.5,0.5,1,0.127,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.2,1,0.8,0.75,0.5,0.833,0.75,1,0.104,0.104,0.5,0.264,0.877,0.289,0.868,0.774,0.67,0.321,0.201,0.137,0.912,0.08,0.629,1,0.75,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.9,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.75,0.293,0.15,0.321,0.605,0.736,0.656,0.222,0,0,1,1,0.657,1,1,0.99,0,0,1,1,0,0.5,1,1,0.08,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.526,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.311,0.311,0.5,0.787,0.684,0.808,0.842,0.406,0.687,0.506,0,0,1,1,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.083,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.13,0.13,0.25,0.102,0.121,0.134,0.881,0.862,0.582,0.258,0.051,0.055,0.953,0.261,0.714,1,1,1,1,0.003,1,1,0,0.5,0.75,1,0.119,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.21,0.205,0.22,0.781,0.89,0.778,0.123,0.182,0.079,0.976,0,0.701,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.75,0.7,0.7,0.75,0,0.155,0,1,1,1,0.426,0.251,0.245,0.799,0.047,0.429,1,0.5,0.841,0,0,1,1,0.75,0.75,0.5,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.5,0,0.518,0.75,0.44,0.129,0.455,0.506,0.698,0.713,0.322,0.088,0.048,0.976,0.66,0.772,0.25,0.75,0.735,0,0,1,1,0.25,0.75,0.5,1,0.148,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.4,1,1,0.75,0.75,1,1,0.5,0.389,0.389,0.5,0.337,0.208,0.323,0.921,0.912,0.874,0.298,0,0,1,1,1,1,0.25,0.991,0,0,1,1,0.25,0.75,0.25,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0,1,0.8,0.75,0.5,0.833,0.75,0.5,0.518,0.518,0.5,0.627,0.294,0.632,0.363,0.605,0.728,0.685,0,0,1,1,0.886,1,1,0.982,0,0,1,1,0.25,0.75,0.25,0,0,1,0.5,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.6,1,1,1,1,0.917,0.75,0.5,0.467,0.467,0.75,0.247,0.127,0.283,0.737,0.736,0.616,0.728,0.011,0.005,0.998,0.935,0.573,1,1,1,1,0,1,1,0,0.5,0.5,1,0.133,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.311,0.311,0.25,0.193,0.54,0.19,0.941,0.967,0.918,0.475,0.148,0.108,0.926,0.024,0.983,1,0.75,1,1,0.003,1,1,0,0.5,0.5,1,0.096,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.474,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.052,0.052,0.25,0.133,0.162,0.159,0.868,0.868,0.653,0.074,0.087,0.06,0.961,0.195,0.772,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
0.684,0.4,1,1,1,1,1,1,0.25,0.078,0.078,0.25,0.021,0.048,0.054,0.947,0.918,0.43,0.033,0.044,0.02,0.993,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.2,1,1,1,1,1,1,1,0.104,0.104,0.25,0.162,0.203,0.17,0.868,0.934,0.824,0.128,0.14,0.045,1,0,1,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.128,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0,1,1,0.75,0.5,0.833,0.75,0.5,0.467,0.467,0.75,0.724,0.366,0.684,0.868,0.75,0.833,0.542,0.009,0.005,0.998,0.975,0.315,1,1,0.87,0,0.042,1,1,0.25,0.75,0.5,1,0.128,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.842,0.4,1,1,0.75,0.5,0.833,0.75,1,0.518,0.518,0.25,0.193,0.202,0.206,0.868,0.886,0.756,0.293,0.078,0.035,0.987,0.458,0.863,1,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.158,0.042,0.574,0.569,0.183,0.92,Farmers-good
1,0.4,1,1,1,1,0.833,0.5,1,0.13,0.13,0.25,0.154,0.124,0.184,0.824,0.836,0.629,0.123,0.152,0.056,0.992,0,0.971,1,1,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.789,0.6,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.5,0.142,0.14,0.205,0.842,0.684,0.424,0.164,0.107,0.052,0.978,0.277,0,1,1,1,1,0.047,1,1,0,0.5,0.75,1,0.134,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.684,0.6,0.8,1,0.5,0.5,1,1,1,0.13,0.13,0.25,0.153,0.122,0.161,0.781,0.89,0.706,0.107,0.133,0.086,0.947,0,1,1,1,1,1,0,1,1,0,0.5,0.5,1,0.32,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.873,0.757,0.862,0.605,0.499,0.745,0.462,0,0,1,1,0.825,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0.088,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.6,1,1,1,0.75,0.889,0.75,1,0.156,0.156,0.75,0.29,0.167,0.297,0.842,0.846,0.77,0.171,0.245,0.761,0.162,0,0.971,1,0.5,0.958,0,0,1,1,0.25,0.75,0.5,1,0.088,0,0,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
1,0.2,1,1,1,0.5,0.667,0.5,0.5,0.104,0.104,0.25,0.177,0.092,0.199,0.737,0.857,0.693,0.131,0,0,1,1,0.573,1,1,1,1,0,1,1,0,0.5,0.5,1,0.12,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.75,0.052,0.052,0.25,0.088,0.048,0.141,0.561,0.768,0.399,0.058,0.007,0.004,0.998,0.896,0.943,1,1,1,1,0,1,1,0,0.5,0.25,1,0.233,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,0.8,0.75,0.5,0.833,0.75,1,0.181,0.181,0.75,1,1,1,0.605,0.802,0.907,0.542,0.833,0.509,0.706,0,0.273,1,1,1,1,0,1,1,0,0.5,0.75,1,0.376,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
0.947,0.6,1,0.8,1,0.75,0.889,0.75,0.5,0.648,0.648,0.75,0.427,0.608,0.449,0.451,0.671,0.687,1,0,0,1,1,0.886,1,0.25,0.927,0,0.667,0,1,0.25,0.75,0.5,1,0.16,0,0,0.17,0.397,0.54,0.77,0.161,0.324,Farmers-good
0.737,0.2,1,1,0.75,0.5,0.833,0.75,1,0.104,0.104,0.25,0.226,0.672,0.234,0.781,0.89,0.79,0.335,0.193,0.062,1,0,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.216,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,0.75,0.039,0.039,0.5,0,0.175,0,1,1,1,0.141,0.004,0.003,0.998,0.96,0.429,1,1,1,1,0.017,1,1,0,0.5,1,1,0.098,0,0,0.253,0.702,0.61,0.978,0.138,0.903,Farmers-good
1,0.2,1,1,1,0.5,0.5,0.25,1,0.104,0.104,0.25,0.215,0.271,0.22,0.824,0.912,0.819,0.153,0.181,0.059,1,0,0.701,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.2,1,0.8,1,0.5,0.667,0.5,0.75,0.13,0.13,0.5,0.206,0.224,0.237,0.684,0.79,0.632,0.263,0,0,1,1,0.971,1,1,1,1,0.017,1,1,0,0.5,0.25,1,0.176,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.6,1,1,0.75,0.5,0.833,0.75,1,0.259,0.259,0.75,0.236,0.153,0.404,0.561,0.093,0.246,0.233,0.334,0.28,0.788,0,0.143,1,1,1,1,0,1,1,0,0.5,0.5,1,0.132,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0,1,1,1,1,0.833,0.5,1,0.026,0.026,0.25,0.185,0.139,0.205,0.868,0.859,0.705,0.094,0.142,0.057,0.986,0.136,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.327,0.675,0.647,1,0.375,0.491,Farmers-good
0.789,0.6,1,1,1,0.5,0.5,0.25,0.5,0.311,0.311,0.25,0.185,0.203,0.201,0.789,0.878,0.736,0.62,0.142,0.345,0.633,0.022,0.701,1,0.75,1,1,0,1,1,0,0.5,0.5,1,0,0,0,0.199,0.55,0.68,0.601,0.338,0.832,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.104,0.104,0.5,0.41,0.121,0.39,0.824,0.89,0.869,0.085,0.321,0.104,1,0,0.886,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.08,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,0.5,0.156,0.156,0.5,0.453,0.399,0.571,0.605,0.182,0.457,0.245,0,0,1,1,0.403,1,1,1,1,0,1,1,0,0.5,0.25,1,0.108,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
1,0.6,1,1,0.5,0.5,1,1,1,0.13,0.13,0.25,0.042,0.195,0.074,0.816,0.908,0.514,0.129,0.058,0.027,0.989,0.042,1,1,0.5,1,1,0,1,1,0,0.5,0.5,1,0.068,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.2,1,0.8,0.5,0.5,1,1,1,0.039,0.039,0.25,0.098,0.148,0.117,0.868,0.929,0.734,0.049,0.06,0.026,0.992,0.319,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.3,0,0,0.16,0.526,0.443,0.986,0.295,0.079,Farmers-good
1,0.4,1,1,1,1,0.917,0.75,0.5,0.078,0.078,0.5,0.221,0.27,0.24,0.824,0.835,0.705,0.117,0.172,0.293,0.708,0.028,0.971,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.039,0.204,0.686,0,0,0.368,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.778,0.778,0.5,0.217,0.105,0.251,0.693,0.769,0.62,0.592,0.17,0.171,0.858,0.066,0.886,1,0.5,1,1,0.067,1,1,0.25,0.75,0.25,1,0,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.737,0.4,1,1,1,1,0.933,0.75,0.75,0.13,0.13,0.25,0.062,0.023,0.112,0.693,0.802,0.365,0.118,0.056,0.054,0.956,0.182,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.198,0,0,0.595,0.126,0.893,0.921,0.113,0.631,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,1,0.091,0.091,0.25,0.211,0.246,0.213,0.947,0.926,0.841,0.118,0.171,0.181,0.846,0.008,0.943,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.36,0,0,0.047,0.303,0.862,0.733,0.164,0.679,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.778,0.778,0.5,0.283,0.136,0.385,0.232,0.385,0.41,0.541,0.262,0.343,0.683,0.05,0.943,1,0.5,1,1,0.042,1,1,0.25,0.75,0.25,1,0.133,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
1,0.2,1,1,0.75,0.5,0.833,0.75,0.75,0.026,0.026,0.25,0.191,0.299,0.19,0.947,0.96,0.901,0.082,0.157,0.067,0.98,0,1,1,1,1,1,0,1,1,0,0.5,0.25,1,0.2,0,0,0.11,0.348,0.742,0.316,0.008,0.813,Farmers-good
1,0.4,1,1,1,0.75,0.889,0.75,0.75,0.104,0.104,0.25,0.194,0.147,0.206,0.824,0.89,0.764,0.097,0.17,0.055,1,0,0.886,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.127,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.4,1,1,1,0.5,0.667,0.5,1,0.259,0.259,0.25,0.186,0.097,0.206,0.737,0.857,0.703,0.178,0.148,0.048,1,0.13,0.943,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.125,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.6,1,1,0.75,0.75,1,1,1,0.389,0.389,0.25,0.123,0.065,0.155,0.737,0.846,0.595,0.207,0.007,0.004,0.998,0.909,0.943,1,1,1,1,0,1,1,0,0.5,0.5,1,0.144,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.526,0.4,1,0.8,1,0.75,0.889,0.75,0.25,0.104,0.104,0.5,0.028,0.023,0.151,0.816,0.473,0,0.047,0,0,1,1,0.315,1,1,1,1,0,1,1,0,0.5,0.75,0,0,1,1,0.335,0.71,0.484,0.943,0.472,0.934,Farmers-good
0.789,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.57,0.57,0.5,0.426,0.204,0.471,0.232,0.554,0.611,0.41,0,0,1,1,0.966,1,0.25,1,1,0.001,1,1,0,0.5,0.25,1,0.16,0,0,0.75,0.316,0.135,0.994,0.449,0.701,Farmers-good
0.842,0.2,1,1,1,0.75,0.889,0.75,1,0.104,0.104,0.25,0.139,0.165,0.155,0.824,0.912,0.751,0.105,0.102,0.033,1,0.203,0.403,1,0.5,1,1,0,1,1,0,0.5,0.25,1,0.108,0,0,0.245,0.645,0.348,0.891,0.223,0.714,Farmers-good
1,0.6,1,1,1,0.5,0.667,0.5,1,0.104,0.104,0.25,0.131,0.069,0.158,0.737,0.868,0.65,0.211,0.1,0.043,0.988,0.184,1,1,1,1,1,0,1,1,0,0.5,0.75,1,0.2,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.526,0.4,1,1,0.75,0.5,0.833,0.75,0.5,0.259,0.259,0.5,0.454,0.233,0.471,0.473,0.671,0.7,0.291,0,0,1,1,0.657,1,1,1,1,0,1,1,0,0.5,0.25,0,0,1,0.5,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
1,0.4,1,1,0.75,0.5,0.833,0.75,0.75,0.311,0.311,0.5,0.753,0.655,0.873,0.342,0,0.545,0.434,0,0,1,1,0.84,1,1,1,1,0,1,1,0,0.5,0.25,1,0.119,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
0.842,0.9,1,1,0.75,0.75,1,1,0.5,0.518,0.518,0.75,0.276,0.297,0.281,0.737,0.868,0.79,0.496,0,0,1,1,1,1,1,1,1,0.033,1,1,0,0.5,0.75,1,0.233,0,0,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.421,0.2,1,1,0.5,0.5,1,1,0.75,1,1,0.5,0.446,0.147,0.505,0,0.473,0.578,0.548,0.139,0.114,0.915,0.441,1,1,0.5,1,1,0,1,1,0,0.5,0.25,0,0,1,1,0.531,0.507,0.357,0.929,0.535,0.577,Farmers-good
0.842,0.4,1,1,0.75,0.5,0.833,0.75,1,0.13,0.13,0.5,0.743,0.647,0.69,0.737,0.802,0.867,0.354,0.569,0.579,0.514,0,1,1,0.75,1,1,0,1,1,0,0.5,0.25,1,0.12,0,0,0.238,0.56,0.379,0.764,0.377,0.842,Farmers-good
